Name,R G CARNATION FIRST FAMILY LP,,,,,
6330116,5/14/2025,8:30 AM,15,0.01,0.1639,-0.1539
6330116,5/14/2025,8:45 AM,15,0.02,0.1826,-0.1626
6330116,5/14/2025,9:00 AM,15,0.02,0.204,-0.184
6330116,5/14/2025,9:15 AM,15,0.015,0.2205,-0.2055
6330116,5/14/2025,9:30 AM,15,0.025,0.2364,-0.2114
6330116,5/14/2025,9:45 AM,15,0.015,0.2498,-0.2348
6330116,5/14/2025,10:00 AM,15,0.03,0.2608,-0.2308
6330116,5/14/2025,10:15 AM,15,0.01,0.2594,-0.2494
6330116,5/14/2025,10:30 AM,15,0.025,0.282,-0.257
6330116,5/14/2025,10:45 AM,15,0.995,0.2896,0.7053
6330116,5/14/2025,11:00 AM,15,0.445,0.2877,0.1572
6330116,5/14/2025,11:15 AM,15,0.04,0.2875,-0.2475
6330116,5/14/2025,11:30 AM,15,0.09,0.287,-0.197
6330116,5/14/2025,11:45 AM,15,0.23,0.2824,-0.0524
6330116,5/14/2025,12:00 PM,15,0.025,0.2844,-0.2594
6330116,5/14/2025,12:15 PM,15,0.025,0.2834,-0.2584
6330116,5/14/2025,12:30 PM,15,0.26,0.2896,-0.0296
6330116,5/14/2025,12:45 PM,15,0.425,0.286,0.1389
6330116,5/14/2025,1:00 PM,15,0.015,0.2887,-0.2737
6330116,5/14/2025,1:15 PM,15,0.065,0.2868,-0.2218
6330116,5/14/2025,1:30 PM,15,0.305,0.2889,0.016
6330116,5/14/2025,1:45 PM,15,0.34,0.2848,0.0551
6330116,5/14/2025,2:00 PM,15,0.545,0.286,0.2589
6330116,5/14/2025,2:15 PM,15,0.44,0.2868,0.1532
6330116,5/14/2025,2:30 PM,15,0.585,0.286,0.2989
6330116,5/14/2025,2:45 PM,15,0.385,0.2748,0.1102
6330116,5/14/2025,3:00 PM,15,0.345,0.2656,0.0793
6330116,5/14/2025,3:15 PM,15,0.03,0.2563,-0.2263
6330116,5/14/2025,3:30 PM,15,0.025,0.2433,-0.2183
6330116,5/14/2025,3:45 PM,15,0.03,0.2292,-0.1992
6330116,5/14/2025,4:00 PM,15,0.535,0.2126,0.3223
6330116,5/14/2025,4:15 PM,15,0.475,0.1903,0.2846
6330116,5/14/2025,4:30 PM,15,0.595,0.1706,0.4243
6330116,5/14/2025,4:45 PM,15,0.085,0.1329,-0.0479
6330116,5/14/2025,5:00 PM,15,0.07,0.1178,-0.0478
6330116,5/14/2025,5:15 PM,15,0.025,0.1041,-0.0791
6330116,5/14/2025,5:30 PM,15,0.03,0.0888,-0.0588
6330116,5/14/2025,5:45 PM,15,0.23,0.0398,0.1901
6330116,5/14/2025,6:00 PM,15,0.095,0.0314,0.0635
6330116,5/14/2025,6:15 PM,15,0.02,0.0194,0.0005
6330116,5/14/2025,6:30 PM,15,0.025,0.0144,0.0106
6330116,5/14/2025,6:45 PM,15,0.035,0.0098,0.0251
6330116,5/14/2025,7:00 PM,15,0.02,0.0076,0.0123
6330116,5/14/2025,7:15 PM,15,0.01,0.0028,0.0071
6330116,5/14/2025,7:30 PM,15,0.035,0,0.035
6330116,5/14/2025,7:45 PM,15,0.25,0,0.25
6330116,5/14/2025,8:00 PM,15,0.035,0,0.035
6330116,5/14/2025,8:15 PM,15,0.04,0,0.04
6330116,5/14/2025,8:30 PM,15,0.035,0,0.035
6330116,5/14/2025,8:45 PM,15,0.04,0,0.04
6330116,5/14/2025,9:00 PM,15,0.035,0,0.035
6330116,5/14/2025,9:15 PM,15,0.04,0,0.04
6330116,5/14/2025,9:30 PM,15,0.255,0,0.255
6330116,5/14/2025,9:45 PM,15,0.025,0,0.025
6330116,5/14/2025,10:00 PM,15,0.03,0,0.03
6330116,5/14/2025,10:15 PM,15,0.12,0,0.12
6330116,5/14/2025,10:30 PM,15,0.18,0,0.18
6330116,5/14/2025,10:45 PM,15,0.045,0,0.045
6330116,5/14/2025,11:00 PM,15,0.045,0,0.045
6330116,5/14/2025,11:15 PM,15,0.03,0,0.03
6330116,5/14/2025,11:30 PM,15,0.025,0,0.025
6330116,5/14/2025,11:45 PM,15,0.01,0,0.01
6330116,5/15/2025,12:00 AM,15,0.005,0,0.005
6330116,5/15/2025,12:15 AM,15,0.03,0,0.03
6330116,5/15/2025,12:30 AM,15,0.025,0,0.025
6330116,5/15/2025,12:45 AM,15,0.025,0,0.025
6330116,5/15/2025,1:00 AM,15,0.005,0,0.005
6330116,5/15/2025,1:15 AM,15,0.005,0,0.005
6330116,5/15/2025,1:30 AM,15,0.035,0,0.035
6330116,5/15/2025,1:45 AM,15,0.055,0,0.055
6330116,5/15/2025,2:00 AM,15,0.015,0,0.015
6330116,5/15/2025,2:15 AM,15,0.03,0,0.03
6330116,5/15/2025,2:30 AM,15,0.03,0,0.03
6330116,5/15/2025,2:45 AM,15,0.03,0,0.03
6330116,5/15/2025,3:00 AM,15,0.03,0,0.03
6330116,5/15/2025,3:15 AM,15,0.095,0,0.095
6330116,5/15/2025,3:30 AM,15,0.19,0,0.19
6330116,5/15/2025,3:45 AM,15,0.005,0,0.005
6330116,5/15/2025,4:00 AM,15,0.005,0,0.005
6330116,5/15/2025,4:15 AM,15,0.03,0,0.03
6330116,5/15/2025,4:30 AM,15,0.03,0,0.03
6330116,5/15/2025,4:45 AM,15,0.015,0,0.015
6330116,5/15/2025,5:00 AM,15,0.005,0,0.005
6330116,5/15/2025,5:15 AM,15,0.015,0,0.015
6330116,5/15/2025,5:30 AM,15,0.03,0,0.03
6330116,5/15/2025,5:45 AM,15,0.02,0,0.02
6330116,5/15/2025,6:00 AM,15,0.015,0,0.015
6330116,5/15/2025,6:15 AM,15,0.03,0.0016,0.0283
6330116,5/15/2025,6:30 AM,15,0.025,0.0052,0.0197
6330116,5/15/2025,6:45 AM,15,0.005,0.0091,-0.0041
6330116,5/15/2025,7:00 AM,15,0.01,0.0134,-0.0034
6330116,5/15/2025,7:15 AM,15,0.03,0.0228,0.0072
6330116,5/15/2025,7:30 AM,15,0.245,0.0316,0.2133
6330116,5/15/2025,7:45 AM,15,0.01,0.0436,-0.0336
6330116,5/15/2025,8:00 AM,15,0.03,0.0628,-0.0328
6330116,5/15/2025,8:15 AM,15,0.005,0.0708,-0.0658
6330116,5/15/2025,8:30 AM,15,0.015,0.0878,-0.0728
6330116,5/15/2025,8:45 AM,15,0.03,0.1564,-0.1264
6330116,5/15/2025,9:00 AM,15,0.005,0.1322,-0.1272
6330116,5/15/2025,9:15 AM,15,0.015,0.2232,-0.2082
6330116,5/15/2025,9:30 AM,15,0.025,0.2335,-0.2085
6330116,5/15/2025,9:45 AM,15,0.005,0.2464,-0.2414
6330116,5/15/2025,10:00 AM,15,0.005,0.2582,-0.2532
6330116,5/15/2025,10:15 AM,15,0.03,0.2632,-0.2332
6330116,5/15/2025,10:30 AM,15,0.025,0.2781,-0.2531
6330116,5/15/2025,10:45 AM,15,0.02,0.2889,-0.2689
6330116,5/15/2025,11:00 AM,15,0.025,0.2892,-0.2642
6330116,5/15/2025,11:15 AM,15,0.66,0.2875,0.3724
6330116,5/15/2025,11:30 AM,15,0.025,0.2892,-0.2642
6330116,5/15/2025,11:45 AM,15,0.015,0.2884,-0.2734
6330116,5/15/2025,12:00 PM,15,0.02,0.2894,-0.2694
6330116,5/15/2025,12:15 PM,15,0.02,0.286,-0.266
6330116,5/15/2025,12:30 PM,15,0.01,0.2872,-0.2772
6330116,5/15/2025,12:45 PM,15,0.025,0.2858,-0.2608
6330116,5/15/2025,1:00 PM,15,0.035,0.2846,-0.2496
6330116,5/15/2025,1:15 PM,15,0.03,0.2856,-0.2556
6330116,5/15/2025,1:30 PM,15,0.03,0.2846,-0.2546
6330116,5/15/2025,1:45 PM,15,0.01,0.2856,-0.2756
6330116,5/15/2025,2:00 PM,15,0.025,0.286,-0.261
6330116,5/15/2025,2:15 PM,15,0.035,0.2858,-0.2508
6330116,5/15/2025,2:30 PM,15,0.315,0.2839,0.031
6330116,5/15/2025,2:45 PM,15,0.51,0.2726,0.2373
6330116,5/15/2025,3:00 PM,15,0.055,0.2642,-0.2092
6330116,5/15/2025,3:15 PM,15,0.03,0.2527,-0.2227
6330116,5/15/2025,3:30 PM,15,0.305,0.2385,0.0664
6330116,5/15/2025,3:45 PM,15,0.03,0.2239,-0.1939
6330116,5/15/2025,4:00 PM,15,0.025,0.2078,-0.1828
6330116,5/15/2025,4:15 PM,15,0.025,0.1908,-0.1658
6330116,5/15/2025,4:30 PM,15,0.005,0.172,-0.167
6330116,5/15/2025,4:45 PM,15,0.005,0.1521,-0.1471
6330116,5/15/2025,5:00 PM,15,0.025,0.1322,-0.1072
6330116,5/15/2025,5:15 PM,15,0.025,0.1116,-0.0866
6330116,5/15/2025,5:30 PM,15,0.01,0.0919,-0.0819
6330116,5/15/2025,5:45 PM,15,0.005,0.0712,-0.0662
6330116,5/15/2025,6:00 PM,15,0.025,0.0513,-0.0263
6330116,5/15/2025,6:15 PM,15,0.02,0.0326,-0.0126
6330116,5/15/2025,6:30 PM,15,0.005,0.0187,-0.0137
6330116,5/15/2025,6:45 PM,15,0.015,0.0093,0.0056
6330116,5/15/2025,7:00 PM,15,0.025,0.005,0.0199
6330116,5/15/2025,7:15 PM,15,0.045,0.0012,0.0438
6330116,5/15/2025,7:30 PM,15,0.335,0,0.335
6330116,5/15/2025,7:45 PM,15,0.08,0,0.08
6330116,5/15/2025,8:00 PM,15,0.07,0,0.07
6330116,5/15/2025,8:15 PM,15,0.06,0,0.06
6330116,5/15/2025,8:30 PM,15,0.06,0,0.06
6330116,5/15/2025,8:45 PM,15,0.07,0,0.07
6330116,5/15/2025,9:00 PM,15,0.315,0,0.315
6330116,5/15/2025,9:15 PM,15,0.135,0,0.135
6330116,5/15/2025,9:30 PM,15,0.135,0,0.135
6330116,5/15/2025,9:45 PM,15,0.08,0,0.08
6330116,5/15/2025,10:00 PM,15,0.07,0,0.07
6330116,5/15/2025,10:15 PM,15,0.05,0,0.05
6330116,5/15/2025,10:30 PM,15,0.04,0,0.04
6330116,5/15/2025,10:45 PM,15,0.04,0,0.04
6330116,5/15/2025,11:00 PM,15,0.025,0,0.025
6330116,5/15/2025,11:15 PM,15,0.055,0,0.055
6330116,5/15/2025,11:30 PM,15,0.265,0,0.265
6330116,5/15/2025,11:45 PM,15,0.055,0,0.055
6330116,5/16/2025,12:00 AM,15,0.08,0,0.08
6330116,5/16/2025,12:15 AM,15,0.075,0,0.075
6330116,5/16/2025,12:30 AM,15,0.035,0,0.035
6330116,5/16/2025,12:45 AM,15,0.04,0,0.04
6330116,5/16/2025,1:00 AM,15,0.03,0,0.03
6330116,5/16/2025,1:15 AM,15,0.01,0,0.01
6330116,5/16/2025,1:30 AM,15,0.02,0,0.02
6330116,5/16/2025,1:45 AM,15,0.095,0,0.095
6330116,5/16/2025,2:00 AM,15,0.18,0,0.18
6330116,5/16/2025,2:15 AM,15,0.015,0,0.015
6330116,5/16/2025,2:30 AM,15,0.03,0,0.03
6330116,5/16/2025,2:45 AM,15,0.01,0,0.01
6330116,5/16/2025,3:00 AM,15,0.005,0,0.005
6330116,5/16/2025,3:15 AM,15,0.045,0,0.045
6330116,5/16/2025,3:30 AM,15,0.05,0,0.05
6330116,5/16/2025,3:45 AM,15,0.015,0,0.015
6330116,5/16/2025,4:00 AM,15,0.03,0,0.03
6330116,5/16/2025,4:15 AM,15,0.03,0,0.03
6330116,5/16/2025,4:30 AM,15,0.03,0,0.03
6330116,5/16/2025,4:45 AM,15,0.02,0,0.02
6330116,5/16/2025,5:00 AM,15,0.005,0,0.005
6330116,5/16/2025,5:15 AM,15,0.01,0,0.01
6330116,5/16/2025,5:30 AM,15,0.025,0,0.025
6330116,5/16/2025,5:45 AM,15,0.03,0,0.03
6330116,5/16/2025,6:00 AM,15,0.005,0,0.005
6330116,5/16/2025,6:15 AM,15,0.01,0,0.01
6330116,5/16/2025,6:30 AM,15,0.03,0.0016,0.0283
6330116,5/16/2025,6:45 AM,15,0.42,0.0036,0.4164
6330116,5/16/2025,7:00 AM,15,0.015,0.0062,0.0087
6330116,5/16/2025,7:15 AM,15,0.54,0.0091,0.5308
6330116,5/16/2025,7:30 AM,15,0.05,0.0122,0.0377
6330116,5/16/2025,7:45 AM,15,0.5,0.0175,0.4824
6330116,5/16/2025,8:00 AM,15,0.15,0.023,0.1269
6330116,5/16/2025,8:15 AM,15,0.03,0.0252,0.0048
6330116,5/16/2025,8:30 AM,15,0.02,0.0283,-0.0083
6330116,5/16/2025,8:45 AM,15,0.03,0.0338,-0.0038
6330116,5/16/2025,9:00 AM,15,0.04,0.0412,-0.0012
6330116,5/16/2025,9:15 AM,15,0.05,0.0518,-0.0018
6330116,5/16/2025,9:30 AM,15,0.06,0.0657,-0.0057
6330116,5/16/2025,9:45 AM,15,0.31,0.0741,0.2358
6330116,5/16/2025,10:00 AM,15,0.045,0.0926,-0.0476
6330116,5/16/2025,10:15 AM,15,0.06,0.1281,-0.0681
6330116,5/16/2025,10:30 AM,15,0.04,0.1312,-0.0912
6330116,5/16/2025,10:45 AM,15,0.045,0.1682,-0.1232
6330116,5/16/2025,11:00 AM,15,0.125,0.2512,-0.1262
6330116,5/16/2025,11:15 AM,15,0.06,0.2767,-0.2167
6330116,5/16/2025,11:30 AM,15,0.055,0.2877,-0.2327
6330116,5/16/2025,11:45 AM,15,0.13,0.2865,-0.1565
6330116,5/16/2025,12:00 PM,15,0.11,0.2877,-0.1777
6330116,5/16/2025,12:15 PM,15,0.12,0.287,-0.167
6330116,5/16/2025,12:30 PM,15,0.405,0.287,0.1179
6330116,5/16/2025,12:45 PM,15,0.47,0.2892,0.1808
6330116,5/16/2025,1:00 PM,15,0.56,0.2868,0.2732
6330116,5/16/2025,1:15 PM,15,0.625,0.2853,0.3396
6330116,5/16/2025,1:30 PM,15,0.62,0.2851,0.3348
6330116,5/16/2025,1:45 PM,15,0.27,0.2851,-0.0151
6330116,5/16/2025,2:00 PM,15,0.065,0.2844,-0.2194
6330116,5/16/2025,2:15 PM,15,0.065,0.288,-0.223
6330116,5/16/2025,2:30 PM,15,0.065,0.2851,-0.2201
6330116,5/16/2025,2:45 PM,15,0.25,0.2748,-0.0248
6330116,5/16/2025,3:00 PM,15,0.065,0.2661,-0.2011
6330116,5/16/2025,3:15 PM,15,0.05,0.2553,-0.2053
6330116,5/16/2025,3:30 PM,15,0.05,0.2414,-0.1914
6330116,5/16/2025,3:45 PM,15,0.065,0.2263,-0.1613
6330116,5/16/2025,4:00 PM,15,0.06,0.2097,-0.1497
6330116,5/16/2025,4:15 PM,15,0.04,0.1934,-0.1534
6330116,5/16/2025,4:30 PM,15,0.05,0.173,-0.123
6330116,5/16/2025,4:45 PM,15,0.07,0.1536,-0.0836
6330116,5/16/2025,5:00 PM,15,0.095,0.1392,-0.0442
6330116,5/16/2025,5:15 PM,15,0.05,0.112,-0.062
6330116,5/16/2025,5:30 PM,15,0.07,0.0854,-0.0154
6330116,5/16/2025,5:45 PM,15,0.07,0.0624,0.0076
6330116,5/16/2025,6:00 PM,15,0.28,0.052,0.2279
6330116,5/16/2025,6:15 PM,15,0.065,0.0504,0.0146
6330116,5/16/2025,6:30 PM,15,0.05,0.0266,0.0233
6330116,5/16/2025,6:45 PM,15,0.04,0.0112,0.0287
6330116,5/16/2025,7:00 PM,15,0.055,0.006,0.049
6330116,5/16/2025,7:15 PM,15,0.07,0.0009,0.069
6330116,5/16/2025,7:30 PM,15,0.04,0,0.04
6330116,5/16/2025,7:45 PM,15,0.015,0,0.015
6330116,5/16/2025,8:00 PM,15,0.065,0,0.065
6330116,5/16/2025,8:15 PM,15,0.44,0,0.44
6330116,5/16/2025,8:30 PM,15,0.295,0,0.295
6330116,5/16/2025,8:45 PM,15,0.055,0,0.055
6330116,5/16/2025,9:00 PM,15,0.07,0,0.07
6330116,5/16/2025,9:15 PM,15,0.295,0,0.295
6330116,5/16/2025,9:30 PM,15,0.085,0,0.085
6330116,5/16/2025,9:45 PM,15,0.135,0,0.135
6330116,5/16/2025,10:00 PM,15,0.07,0,0.07
6330116,5/16/2025,10:15 PM,15,0.065,0,0.065
6330116,5/16/2025,10:30 PM,15,0.05,0,0.05
6330116,5/16/2025,10:45 PM,15,0.05,0,0.05
6330116,5/16/2025,11:00 PM,15,0.285,0,0.285
6330116,5/16/2025,11:15 PM,15,0.045,0,0.045
6330116,5/16/2025,11:30 PM,15,0.06,0,0.06
6330116,5/16/2025,11:45 PM,15,0.035,0,0.035
6330116,5/17/2025,12:00 AM,15,0.025,0,0.025
6330116,5/17/2025,12:15 AM,15,0.035,0,0.035
6330116,5/17/2025,12:30 AM,15,0.04,0,0.04
6330116,5/17/2025,12:45 AM,15,0.035,0,0.035
6330116,5/17/2025,1:00 AM,15,0.02,0,0.02
6330116,5/17/2025,1:15 AM,15,0.03,0,0.03
6330116,5/17/2025,1:30 AM,15,0.155,0,0.155
6330116,5/17/2025,1:45 AM,15,0.11,0,0.11
6330116,5/17/2025,2:00 AM,15,0.03,0,0.03
6330116,5/17/2025,2:15 AM,15,0.015,0,0.015
6330116,5/17/2025,2:30 AM,15,0.015,0,0.015
6330116,5/17/2025,2:45 AM,15,0.03,0,0.03
6330116,5/17/2025,3:00 AM,15,0.01,0,0.01
6330116,5/17/2025,3:15 AM,15,0.02,0,0.02
6330116,5/17/2025,3:30 AM,15,0.025,0,0.025
6330116,5/17/2025,3:45 AM,15,0.005,0,0.005
6330116,5/17/2025,4:00 AM,15,0.025,0,0.025
6330116,5/17/2025,4:15 AM,15,0.015,0,0.015
6330116,5/17/2025,4:30 AM,15,0.01,0,0.01
6330116,5/17/2025,4:45 AM,15,0.025,0,0.025
6330116,5/17/2025,5:00 AM,15,0.015,0,0.015
6330116,5/17/2025,5:15 AM,15,0.01,0,0.01
6330116,5/17/2025,5:30 AM,15,0.03,0,0.03
6330116,5/17/2025,5:45 AM,15,0.005,0,0.005
6330116,5/17/2025,6:00 AM,15,0.015,0,0.015
6330116,5/17/2025,6:15 AM,15,0.045,0.0004,0.0445
6330116,5/17/2025,6:30 AM,15,0.045,0.0026,0.0423
6330116,5/17/2025,6:45 AM,15,0.02,0.0067,0.0132
6330116,5/17/2025,7:00 AM,15,0.03,0.0129,0.017
6330116,5/17/2025,7:15 AM,15,0.03,0.0206,0.0093
6330116,5/17/2025,7:30 AM,15,0.025,0.0405,-0.0155
6330116,5/17/2025,7:45 AM,15,0.015,0.0477,-0.0327
6330116,5/17/2025,8:00 AM,15,0.005,0.0477,-0.0427
6330116,5/17/2025,8:15 AM,15,0.02,0.0556,-0.0356
6330116,5/17/2025,8:30 AM,15,0.025,0.0477,-0.0227
6330116,5/17/2025,8:45 AM,15,0.02,0.0564,-0.0364
6330116,5/17/2025,9:00 AM,15,0.27,0.0631,0.2068
6330116,5/17/2025,9:15 AM,15,0.025,0.06,-0.035
6330116,5/17/2025,9:30 AM,15,0.02,0.0453,-0.0253
6330116,5/17/2025,9:45 AM,15,0.005,0.084,-0.079
6330116,5/17/2025,10:00 AM,15,0.02,0.0938,-0.0738
6330116,5/17/2025,10:15 AM,15,0.03,0.12,-0.09
6330116,5/17/2025,10:30 AM,15,0.27,0.1317,0.1382
6330116,5/17/2025,10:45 AM,15,0.31,0.1312,0.1787
6330116,5/17/2025,11:00 AM,15,0.6,0.1029,0.497
6330116,5/17/2025,11:15 AM,15,0.25,0.173,0.0769
6330116,5/17/2025,11:30 AM,15,0.025,0.1224,-0.0974
6330116,5/17/2025,11:45 AM,15,0.025,0.1396,-0.1146
6330116,5/17/2025,12:00 PM,15,0.015,0.1543,-0.1393
6330116,5/17/2025,12:15 PM,15,0.02,0.112,-0.092
6330116,5/17/2025,12:30 PM,15,0.205,0.1264,0.0785
6330116,5/17/2025,12:45 PM,15,0.6,0.1401,0.4598
6330116,5/17/2025,1:00 PM,15,0.77,0.1039,0.666
6330116,5/17/2025,1:15 PM,15,1.04,0.1485,0.8914
6330116,5/17/2025,1:30 PM,15,0.685,0.2467,0.4382
6330116,5/17/2025,1:45 PM,15,0.48,0.2136,0.2664
6330116,5/17/2025,2:00 PM,15,0.1,0.1838,-0.0838
6330116,5/17/2025,2:15 PM,15,0.19,0.1399,0.05
6330116,5/17/2025,2:30 PM,15,0.23,0.1881,0.0418
6330116,5/17/2025,2:45 PM,15,0.065,0.2028,-0.1378
6330116,5/17/2025,3:00 PM,15,0.045,0.1159,-0.0709
6330116,5/17/2025,3:15 PM,15,0.055,0.1497,-0.0947
6330116,5/17/2025,3:30 PM,15,0.065,0.1132,-0.0482
6330116,5/17/2025,3:45 PM,15,0.045,0.1065,-0.0615
6330116,5/17/2025,4:00 PM,15,0.065,0.0816,-0.0166
6330116,5/17/2025,4:15 PM,15,0.295,0.0352,0.2597
6330116,5/17/2025,4:30 PM,15,0.065,0.0542,0.0107
6330116,5/17/2025,4:45 PM,15,0.07,0.0528,0.0172
6330116,5/17/2025,5:00 PM,15,0.065,0.0463,0.0186
6330116,5/17/2025,5:15 PM,15,0.05,0.0398,0.0101
6330116,5/17/2025,5:30 PM,15,0.07,0.0309,0.039
6330116,5/17/2025,5:45 PM,15,0.13,0.0184,0.1115
6330116,5/17/2025,6:00 PM,15,0.25,0.0235,0.2264
6330116,5/17/2025,6:15 PM,15,0.295,0.0057,0.2892
6330116,5/17/2025,6:30 PM,15,0.35,0.005,0.3449
6330116,5/17/2025,6:45 PM,15,0.085,0.0033,0.0816
6330116,5/17/2025,7:00 PM,15,0.065,0.0007,0.0642
6330116,5/17/2025,7:15 PM,15,0.075,0,0.075
6330116,5/17/2025,7:30 PM,15,0.07,0,0.07
6330116,5/17/2025,7:45 PM,15,0.33,0,0.33
6330116,5/17/2025,8:00 PM,15,0.175,0,0.175
6330116,5/17/2025,8:15 PM,15,0.215,0,0.215
6330116,5/17/2025,8:30 PM,15,0.07,0,0.07
6330116,5/17/2025,8:45 PM,15,0.055,0,0.055
6330116,5/17/2025,9:00 PM,15,0.075,0,0.075
6330116,5/17/2025,9:15 PM,15,0.065,0,0.065
6330116,5/17/2025,9:30 PM,15,0.06,0,0.06
6330116,5/17/2025,9:45 PM,15,0.075,0,0.075
6330116,5/17/2025,10:00 PM,15,0.055,0,0.055
6330116,5/17/2025,10:15 PM,15,0.275,0,0.275
6330116,5/17/2025,10:30 PM,15,0.035,0,0.035
6330116,5/17/2025,10:45 PM,15,0.03,0,0.03
6330116,5/17/2025,11:00 PM,15,0.055,0,0.055
6330116,5/17/2025,11:15 PM,15,0.03,0,0.03
6330116,5/17/2025,11:30 PM,15,0.05,0,0.05
6330116,5/17/2025,11:45 PM,15,0.035,0,0.035
6330116,5/18/2025,12:00 AM,15,0.035,0,0.035
6330116,5/18/2025,12:15 AM,15,0.035,0,0.035
6330116,5/18/2025,12:30 AM,15,0.035,0,0.035
6330116,5/18/2025,12:45 AM,15,0.24,0,0.24
6330116,5/18/2025,1:00 AM,15,0.01,0,0.01
6330116,5/18/2025,1:15 AM,15,0.03,0,0.03
6330116,5/18/2025,1:30 AM,15,0.01,0,0.01
6330116,5/18/2025,1:45 AM,15,0.02,0,0.02
6330116,5/18/2025,2:00 AM,15,0.02,0,0.02
6330116,5/18/2025,2:15 AM,15,0.01,0,0.01
6330116,5/18/2025,2:30 AM,15,0.03,0,0.03
6330116,5/18/2025,2:45 AM,15,0.01,0,0.01
6330116,5/18/2025,3:00 AM,15,0.02,0,0.02
6330116,5/18/2025,3:15 AM,15,0.02,0,0.02
6330116,5/18/2025,3:30 AM,15,0.01,0,0.01
6330116,5/18/2025,3:45 AM,15,0.025,0,0.025
6330116,5/18/2025,4:00 AM,15,0.01,0,0.01
6330116,5/18/2025,4:15 AM,15,0.02,0,0.02
6330116,5/18/2025,4:30 AM,15,0.02,0,0.02
6330116,5/18/2025,4:45 AM,15,0.005,0,0.005
6330116,5/18/2025,5:00 AM,15,0.03,0,0.03
6330116,5/18/2025,5:15 AM,15,0.015,0,0.015
6330116,5/18/2025,5:30 AM,15,0.02,0,0.02
6330116,5/18/2025,5:45 AM,15,0.02,0,0.02
6330116,5/18/2025,6:00 AM,15,0.01,0,0.01
6330116,5/18/2025,6:15 AM,15,0.03,0.0012,0.0288
6330116,5/18/2025,6:30 AM,15,0.005,0.0048,0.0002
6330116,5/18/2025,6:45 AM,15,0.305,0.0127,0.2922
6330116,5/18/2025,7:00 AM,15,0.02,0.0136,0.0063
6330116,5/18/2025,7:15 AM,15,0.01,0.0225,-0.0125
6330116,5/18/2025,7:30 AM,15,0.045,0.0316,0.0133
6330116,5/18/2025,7:45 AM,15,0.045,0.0228,0.0222
6330116,5/18/2025,8:00 AM,15,0.015,0.0542,-0.0392
6330116,5/18/2025,8:15 AM,15,0.025,0.0254,-0.0004
6330116,5/18/2025,8:30 AM,15,0.03,0.0324,-0.0024
6330116,5/18/2025,8:45 AM,15,0.025,0.0504,-0.0254
6330116,5/18/2025,9:00 AM,15,0.27,0.0648,0.2052
6330116,5/18/2025,9:15 AM,15,0,0.108,-0.108
6330116,5/18/2025,9:30 AM,15,0.025,0.0945,-0.0695
6330116,5/18/2025,9:45 AM,15,0.025,0.0933,-0.0683
6330116,5/18/2025,10:00 AM,15,0.005,0.101,-0.096
6330116,5/18/2025,10:15 AM,15,0.015,0.1063,-0.0913
6330116,5/18/2025,10:30 AM,15,0.04,0.1238,-0.0838
6330116,5/18/2025,10:45 AM,15,0.035,0.1663,-0.1313
6330116,5/18/2025,11:00 AM,15,0.05,0.1932,-0.1432
6330116,5/18/2025,11:15 AM,15,0.055,0.1593,-0.1043
6330116,5/18/2025,11:30 AM,15,0.04,0.1365,-0.0965
6330116,5/18/2025,11:45 AM,15,0.055,0.1564,-0.1014
6330116,5/18/2025,12:00 PM,15,0.06,0.2352,-0.1752
6330116,5/18/2025,12:15 PM,15,0.05,0.2733,-0.2233
6330116,5/18/2025,12:30 PM,15,0.39,0.2203,0.1696
6330116,5/18/2025,12:45 PM,15,0.335,0.1747,0.1602
6330116,5/18/2025,1:00 PM,15,0.38,0.131,0.2489
6330116,5/18/2025,1:15 PM,15,0.62,0.1135,0.5064
6330116,5/18/2025,1:30 PM,15,0.22,0.1562,0.0637
6330116,5/18/2025,1:45 PM,15,0.11,0.0909,0.019
6330116,5/18/2025,2:00 PM,15,0.285,0.0715,0.2134
6330116,5/18/2025,2:15 PM,15,0.83,0.0909,0.739
6330116,5/18/2025,2:30 PM,15,0.055,0.0936,-0.0386
6330116,5/18/2025,2:45 PM,15,0.04,0.0782,-0.0382
6330116,5/18/2025,3:00 PM,15,0.03,0.0825,-0.0525
6330116,5/18/2025,3:15 PM,15,0.01,0.0657,-0.0557
6330116,5/18/2025,3:30 PM,15,0.015,0.0496,-0.0346
6330116,5/18/2025,3:45 PM,15,0.02,0.053,-0.033
6330116,5/18/2025,4:00 PM,15,0.005,0.0518,-0.0468
6330116,5/18/2025,4:15 PM,15,0.295,0.0494,0.2455
6330116,5/18/2025,4:30 PM,15,0.01,0.0405,-0.0305
6330116,5/18/2025,4:45 PM,15,0.015,0.0396,-0.0246
6330116,5/18/2025,5:00 PM,15,0.02,0.0429,-0.0229
6330116,5/18/2025,5:15 PM,15,0.005,0.0472,-0.0422
6330116,5/18/2025,5:30 PM,15,0.025,0.0415,-0.0165
6330116,5/18/2025,5:45 PM,15,0.01,0.0297,-0.0197
6330116,5/18/2025,6:00 PM,15,0.01,0.0144,-0.0044
6330116,5/18/2025,6:15 PM,15,0.025,0.0091,0.0158
6330116,5/18/2025,6:30 PM,15,0.005,0.005,0
6330116,5/18/2025,6:45 PM,15,0.31,0.0043,0.3056
6330116,5/18/2025,7:00 PM,15,0.025,0.0016,0.0233
6330116,5/18/2025,7:15 PM,15,0.02,0,0.02
6330116,5/18/2025,7:30 PM,15,0.045,0,0.045
